status,error,pair_id,site,stack,block,direction,source_side,target_side,alpha,suffix_tokens,patched_spectral_centroid_mean_hz,target_baseline_spectral_centroid_mean_hz,source_baseline_spectral_centroid_mean_hz,patched_rms_dbfs,target_baseline_rms_dbfs,source_baseline_rms_dbfs,patched_high_to_low_db,target_baseline_high_to_low_db,source_baseline_high_to_low_db,patched_crest_factor_db,target_baseline_crest_factor_db,source_baseline_crest_factor_db,patched_onset_strength_max,target_baseline_onset_strength_max,source_baseline_onset_strength_max,patched_spectral_flatness_mean,target_baseline_spectral_flatness_mean,source_baseline_spectral_flatness_mean
ok,,02,transformer.single_transformer_blocks.3,single,3,negative_to_positive,positive,negative,1.0,645,1376.5948486328125,1138.8150634765625,1444.182373046875,-17.933676740327922,-7.584637590284009,-18.939262879443717,-16.35888158606422,-31.617654810451015,-11.330337197969197,7.43390878592508,4.081117159309709,7.883549183172606,4.295693874359131,1.1247756481170654,4.290257453918457,4.6878092689439654e-05,2.4761271561146714e-05,4.5378175855148584e-05
ok,,02,transformer.single_transformer_blocks.3,single,3,positive_to_negative,negative,positive,1.0,645,1124.431640625,1444.182373046875,1138.8150634765625,-8.664232655224486,-18.939262879443717,-7.584637590284009,-31.94528581349427,-11.330337197969197,-31.617654810451015,4.492634019030221,7.883549183172606,4.081117159309709,1.2469921112060547,4.290257453918457,1.1247756481170654,2.3996019081096165e-05,4.5378175855148584e-05,2.4761271561146714e-05
ok,,03,transformer.transformer_blocks.3,dual,3,negative_to_positive,positive,negative,1.0,,1285.0108642578125,498.10565185546875,1517.0755615234375,-9.518371795153794,-15.011651105851087,-9.231857357582662,-35.37548850145134,-45.60883207275545,-37.99612796689261,4.749742660192478,6.242007507007948,4.957319898986508,2.4647223949432373,0.8597252368927002,2.6338822841644287,0.0002096347598126158,2.495199987606611e-05,0.0004231303173583001
ok,,03,transformer.transformer_blocks.3,dual,3,positive_to_negative,negative,positive,1.0,,522.6041870117188,1517.0755615234375,498.10565185546875,-16.73722018137244,-9.231857357582662,-15.011651105851087,-43.03108277805912,-37.99612796689261,-45.60883207275545,5.48105256170574,4.957319898986508,6.242007507007948,0.9332894086837769,2.6338822841644287,0.8597252368927002,2.0114001017645933e-05,0.0004231303173583001,2.495199987606611e-05
ok,,03,transformer.single_transformer_blocks.3,single,3,negative_to_positive,positive,negative,1.0,645,1316.462646484375,498.10565185546875,1517.0755615234375,-8.8425514124274,-15.011651105851087,-9.231857357582662,-35.522375972249726,-45.60883207275545,-37.99612796689261,4.690357736432911,6.242007507007948,4.957319898986508,2.4841866493225098,0.8597252368927002,2.6338822841644287,0.00021555802959483117,2.495199987606611e-05,0.0004231303173583001
ok,,03,transformer.single_transformer_blocks.3,single,3,positive_to_negative,negative,positive,1.0,645,551.219970703125,1517.0755615234375,498.10565185546875,-16.414905460116536,-9.231857357582662,-15.011651105851087,-42.46700869575343,-37.99612796689261,-45.60883207275545,6.735984970618066,4.957319898986508,6.242007507007948,0.8032034635543823,2.6338822841644287,0.8597252368927002,2.224065610789694e-05,0.0004231303173583001,2.495199987606611e-05
ok,,04,transformer.transformer_blocks.3,dual,3,negative_to_positive,positive,negative,1.0,,377.9169921875,298.2093505859375,412.1153869628906,-8.410038590657363,-9.776186363929076,-7.615396944911178,-49.38635405283556,-57.433839483314415,-47.54009862947372,6.035275039471651,6.849524428118814,5.42851943316313,3.8005599975585938,2.3843624591827393,3.748640537261963,6.683390529360622e-05,0.00012081032764399424,5.7283112255390733e-05
ok,,04,transformer.transformer_blocks.3,dual,3,positive_to_negative,negative,positive,1.0,,293.9598083496094,412.1153869628906,298.2093505859375,-10.497186580660664,-7.615396944911178,-9.776186363929076,-61.21228101179607,-47.54009862947372,-57.433839483314415,6.775570125074836,5.42851943316313,6.849524428118814,2.2318954467773438,3.748640537261963,2.3843624591827393,0.0001355804270133376,5.7283112255390733e-05,0.00012081032764399424
ok,,04,transformer.single_transformer_blocks.3,single,3,negative_to_positive,positive,negative,1.0,645,395.20599365234375,298.2093505859375,412.1153869628906,-8.103074396430392,-9.776186363929076,-7.615396944911178,-48.87994839355183,-57.433839483314415,-47.54009862947372,5.796906648819819,6.849524428118814,5.42851943316313,4.070718765258789,2.3843624591827393,3.748640537261963,6.345023575704545e-05,0.00012081032764399424,5.7283112255390733e-05
ok,,04,transformer.single_transformer_blocks.3,single,3,positive_to_negative,negative,positive,1.0,645,285.09844970703125,412.1153869628906,298.2093505859375,-10.186449630622752,-7.615396944911178,-9.776186363929076,-59.77782916582663,-47.54009862947372,-57.433839483314415,6.8624784784428865,5.42851943316313,6.849524428118814,2.432044267654419,3.748640537261963,2.3843624591827393,0.00013973390741739422,5.7283112255390733e-05,0.00012081032764399424
ok,,05,transformer.transformer_blocks.3,dual,3,negative_to_positive,positive,negative,1.0,,2730.36474609375,1251.7137451171875,2940.1689453125,-16.133198743189613,-8.648549501698712,-16.7034909131489,1.7005793430863458,-33.10106595591127,4.083708934109554,7.2216434890532755,4.87262148649087,7.116567958997622,7.381529331207275,1.1312860250473022,10.370267868041992,0.00011076695227529854,7.920555071905255e-05,5.1353163144085556e-05
ok,,05,transformer.transformer_blocks.3,dual,3,positive_to_negative,negative,positive,1.0,,1264.3724365234375,2940.1689453125,1251.7137451171875,-10.237369083054055,-16.7034909131489,-8.648549501698712,-32.83381683567283,4.083708934109554,-33.10106595591127,5.511140922645018,7.116567958997622,4.87262148649087,1.1343814134597778,10.370267868041992,1.1312860250473022,1.9344835891388357e-05,5.1353163144085556e-05,7.920555071905255e-05
ok,,05,transformer.single_transformer_blocks.3,single,3,negative_to_positive,positive,negative,1.0,645,2746.04541015625,1251.7137451171875,2940.1689453125,-15.792332712167209,-8.648549501698712,-16.7034909131489,2.3997867789844216,-33.10106595591127,4.083708934109554,7.076499784065405,4.87262148649087,7.116567958997622,8.543116569519043,1.1312860250473022,10.370267868041992,7.818378799129277e-05,7.920555071905255e-05,5.1353163144085556e-05
ok,,05,transformer.single_transformer_blocks.3,single,3,positive_to_negative,negative,positive,1.0,645,1313.607666015625,2940.1689453125,1251.7137451171875,-8.622932160096362,-16.7034909131489,-8.648549501698712,-30.06126187396562,4.083708934109554,-33.10106595591127,5.084968474866118,7.116567958997622,4.87262148649087,1.142035961151123,10.370267868041992,1.1312860250473022,6.52113085379824e-05,5.1353163144085556e-05,7.920555071905255e-05
ok,,06,transformer.transformer_blocks.3,dual,3,negative_to_positive,positive,negative,1.0,,3943.642822265625,1768.8133544921875,4511.458984375,-13.103188053860462,-16.56446370217053,-13.532047002863127,2.553149820095034,-18.1018565869198,7.766662257454114,7.882341378189269,7.340007075957361,6.5881721767229635,1.7081384658813477,1.186835765838623,1.7058188915252686,0.0004942305968143046,3.961456604884006e-05,0.00045911327470093966
ok,,06,transformer.transformer_blocks.3,dual,3,positive_to_negative,negative,positive,1.0,,2106.7900390625,4511.458984375,1768.8133544921875,-16.37755233290982,-13.532047002863127,-16.56446370217053,-14.378287712630408,7.766662257454114,-18.1018565869198,7.784963497926215,6.5881721767229635,7.340007075957361,1.234024167060852,1.7058188915252686,1.186835765838623,7.009752152953297e-05,0.00045911327470093966,3.961456604884006e-05
ok,,06,transformer.single_transformer_blocks.3,single,3,negative_to_positive,positive,negative,1.0,645,4136.3740234375,1768.8133544921875,4511.458984375,-12.997294857390154,-16.56446370217053,-13.532047002863127,4.2126117800114296,-18.1018565869198,7.766662257454114,7.66759886949159,7.340007075957361,6.5881721767229635,1.8089407682418823,1.186835765838623,1.7058188915252686,0.0005294636939652264,3.961456604884006e-05,0.00045911327470093966
ok,,06,transformer.single_transformer_blocks.3,single,3,positive_to_negative,negative,positive,1.0,645,2396.021484375,4511.458984375,1768.8133544921875,-15.89452717826093,-13.532047002863127,-16.56446370217053,-13.162787726881405,7.766662257454114,-18.1018565869198,7.093264288581796,6.5881721767229635,7.340007075957361,1.2217438220977783,1.7058188915252686,1.186835765838623,8.032626647036523e-05,0.00045911327470093966,3.961456604884006e-05
ok,,07,transformer.transformer_blocks.3,dual,3,negative_to_positive,positive,negative,1.0,,4197.0224609375,1902.852294921875,4367.76708984375,-11.203503550227676,-3.601314734987364,-11.509588085613693,6.149631127356391,-20.335309081910694,8.470300772992788,7.414506684490705,3.4208908403416065,7.257055690919881,1.2493945360183716,1.460805892944336,1.2027961015701294,0.0005193332908675075,0.0001624777214601636,0.0003972723498009145
ok,,07,transformer.transformer_blocks.3,dual,3,positive_to_negative,negative,positive,1.0,,2188.818603515625,4367.76708984375,1902.852294921875,-3.6776937856650624,-11.509588085613693,-3.601314734987364,-15.275983237551651,8.470300772992788,-20.335309081910694,3.9572429643486995,7.257055690919881,3.4208908403416065,1.3643180131912231,1.2027961015701294,1.460805892944336,0.00010085812391480431,0.0003972723498009145,0.0001624777214601636
ok,,07,transformer.single_transformer_blocks.3,single,3,negative_to_positive,positive,negative,1.0,645,4197.744140625,1902.852294921875,4367.76708984375,-11.051076997584342,-3.601314734987364,-11.509588085613693,6.525519764559164,-20.335309081910694,8.470300772992788,7.180356496299943,3.4208908403416065,7.257055690919881,1.1136850118637085,1.460805892944336,1.2027961015701294,0.0005518763209693134,0.0001624777214601636,0.0003972723498009145
ok,,07,transformer.single_transformer_blocks.3,single,3,positive_to_negative,negative,positive,1.0,645,2344.905517578125,4367.76708984375,1902.852294921875,-3.800091781971587,-11.509588085613693,-3.601314734987364,-14.068725998319414,8.470300772992788,-20.335309081910694,3.864018717440956,7.257055690919881,3.4208908403416065,1.6069074869155884,1.2027961015701294,1.460805892944336,0.00013592556933872402,0.0003972723498009145,0.0001624777214601636
